id,question,category,tags
3651,"Is ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL safe for children?",Children,"acetaminophen, dextromethorphan hbr, phenylephrine hcl;fda;label;children;pediatric"
3652,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL if I have kidney disease?",Special Populations,"acetaminophen, dextromethorphan hbr, phenylephrine hcl;fda;label;kidney"
3653,"Can I take ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL if I have liver disease?",Special Populations,"acetaminophen, dextromethorphan hbr, phenylephrine hcl;fda;label;liver"
3654,"Does ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL expire? How long can I keep it?",Storage,"acetaminophen, dextromethorphan hbr, phenylephrine hcl;fda;label;expiration"
3655,"What should I do if I take too much ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL?",Overdose,"acetaminophen, dextromethorphan hbr, phenylephrine hcl;fda;label;overdose"
3656,"What should I know about ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL before taking it?",General,"acetaminophen, dextromethorphan hbr, phenylephrine hcl;fda;label"
3657,"What should I know about ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL before taking it?",General,"acetaminophen, dextromethorphan hbr, phenylephrine hcl;fda;label"
3658,"What should I know about ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL before taking it?",General,"acetaminophen, dextromethorphan hbr, phenylephrine hcl;fda;label"
3659,"What should I know about ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL before taking it?",General,"acetaminophen, dextromethorphan hbr, phenylephrine hcl;fda;label"
3660,"What should I know about ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL before taking it?",General,"acetaminophen, dextromethorphan hbr, phenylephrine hcl;fda;label"
3661,What are the warnings for CHLORHEXIDINE GLUCONATE?,Warnings,chlorhexidine gluconate;fda;label;warnings
3662,Should I avoid CHLORHEXIDINE GLUCONATE if I have certain conditions?,Warnings,chlorhexidine gluconate;fda;label;warnings;contraindications
3663,How should I take CHLORHEXIDINE GLUCONATE?,Dosage,chlorhexidine gluconate;fda;label;dosage
3664,What is the recommended dose of CHLORHEXIDINE GLUCONATE?,Dosage,chlorhexidine gluconate;fda;label;dosage
3665,Can I take CHLORHEXIDINE GLUCONATE with food?,Dosage,chlorhexidine gluconate;fda;label;dosage;food
3666,Can I take CHLORHEXIDINE GLUCONATE with alcohol?,Drug Interactions,chlorhexidine gluconate;fda;label;alcohol;interactions
3667,Can I take CHLORHEXIDINE GLUCONATE with my other prescriptions?,Drug Interactions,chlorhexidine gluconate;fda;label;interactions
3668,How do I store CHLORHEXIDINE GLUCONATE?,Storage,chlorhexidine gluconate;fda;label;storage
3669,What if I miss a dose of CHLORHEXIDINE GLUCONATE?,Dosage,chlorhexidine gluconate;fda;label;missed dose
3670,Is CHLORHEXIDINE GLUCONATE safe for children?,Children,chlorhexidine gluconate;fda;label;children;pediatric
3671,Can I take CHLORHEXIDINE GLUCONATE if I have kidney disease?,Special Populations,chlorhexidine gluconate;fda;label;kidney
3672,Can I take CHLORHEXIDINE GLUCONATE if I have liver disease?,Special Populations,chlorhexidine gluconate;fda;label;liver
3673,Does CHLORHEXIDINE GLUCONATE expire? How long can I keep it?,Storage,chlorhexidine gluconate;fda;label;expiration
3674,What should I do if I take too much CHLORHEXIDINE GLUCONATE?,Overdose,chlorhexidine gluconate;fda;label;overdose
3675,What should I know about CHLORHEXIDINE GLUCONATE before taking it?,General,chlorhexidine gluconate;fda;label
3676,What should I know about CHLORHEXIDINE GLUCONATE before taking it?,General,chlorhexidine gluconate;fda;label
3677,What should I know about CHLORHEXIDINE GLUCONATE before taking it?,General,chlorhexidine gluconate;fda;label
3678,What should I know about CHLORHEXIDINE GLUCONATE before taking it?,General,chlorhexidine gluconate;fda;label
3679,What should I know about CHLORHEXIDINE GLUCONATE before taking it?,General,chlorhexidine gluconate;fda;label
3680,What should I know about CHLORHEXIDINE GLUCONATE before taking it?,General,chlorhexidine gluconate;fda;label
3681,Does EPINEPHRINE interact with other medications?,Drug Interactions,epinephrine;fda;label;interactions
3682,Can I take EPINEPHRINE with blood pressure medication?,Drug Interactions,epinephrine;fda;label;interactions;blood pressure
3683,Can I take EPINEPHRINE with ibuprofen or aspirin?,Drug Interactions,epinephrine;fda;label;interactions;nsaid
3684,Who should not take EPINEPHRINE?,Contraindications,epinephrine;fda;label;contraindications
3685,How should I take EPINEPHRINE?,Dosage,epinephrine;fda;label;dosage
3686,What is the recommended dose of EPINEPHRINE?,Dosage,epinephrine;fda;label;dosage
3687,Can I take EPINEPHRINE with food?,Dosage,epinephrine;fda;label;dosage;food
3688,Is EPINEPHRINE safe during pregnancy?,Pregnancy,epinephrine;fda;label;pregnancy
3689,What are the side effects of EPINEPHRINE?,Adverse Reactions,epinephrine;fda;label;side effects
3690,Does EPINEPHRINE cause drowsiness?,Adverse Reactions,epinephrine;fda;label;drowsiness
3691,Can I take EPINEPHRINE with alcohol?,Drug Interactions,epinephrine;fda;label;alcohol;interactions
3692,Can I take EPINEPHRINE with my other prescriptions?,Drug Interactions,epinephrine;fda;label;interactions
3693,How do I store EPINEPHRINE?,Storage,epinephrine;fda;label;storage
3694,What if I miss a dose of EPINEPHRINE?,Dosage,epinephrine;fda;label;missed dose
3695,Is EPINEPHRINE safe for children?,Children,epinephrine;fda;label;children;pediatric
3696,Can I take EPINEPHRINE if I have kidney disease?,Special Populations,epinephrine;fda;label;kidney
3697,Can I take EPINEPHRINE if I have liver disease?,Special Populations,epinephrine;fda;label;liver
3698,Does EPINEPHRINE expire? How long can I keep it?,Storage,epinephrine;fda;label;expiration
3699,What should I do if I take too much EPINEPHRINE?,Overdose,epinephrine;fda;label;overdose
3700,What should I know about EPINEPHRINE before taking it?,General,epinephrine;fda;label
3701,Does ESCITALOPRAM interact with other medications?,Drug Interactions,escitalopram;fda;label;interactions
3702,Can I take ESCITALOPRAM with blood pressure medication?,Drug Interactions,escitalopram;fda;label;interactions;blood pressure
3703,Can I take ESCITALOPRAM with ibuprofen or aspirin?,Drug Interactions,escitalopram;fda;label;interactions;nsaid
3704,Who should not take ESCITALOPRAM?,Contraindications,escitalopram;fda;label;contraindications
3705,How should I take ESCITALOPRAM?,Dosage,escitalopram;fda;label;dosage
3706,What is the recommended dose of ESCITALOPRAM?,Dosage,escitalopram;fda;label;dosage
3707,Can I take ESCITALOPRAM with food?,Dosage,escitalopram;fda;label;dosage;food
3708,What are the side effects of ESCITALOPRAM?,Adverse Reactions,escitalopram;fda;label;side effects
3709,Does ESCITALOPRAM cause drowsiness?,Adverse Reactions,escitalopram;fda;label;drowsiness
3710,Can I take ESCITALOPRAM with alcohol?,Drug Interactions,escitalopram;fda;label;alcohol;interactions
3711,Can I take ESCITALOPRAM with my other prescriptions?,Drug Interactions,escitalopram;fda;label;interactions
3712,How do I store ESCITALOPRAM?,Storage,escitalopram;fda;label;storage
3713,What if I miss a dose of ESCITALOPRAM?,Dosage,escitalopram;fda;label;missed dose
3714,Is ESCITALOPRAM safe for children?,Children,escitalopram;fda;label;children;pediatric
3715,Can I take ESCITALOPRAM if I have kidney disease?,Special Populations,escitalopram;fda;label;kidney
3716,Can I take ESCITALOPRAM if I have liver disease?,Special Populations,escitalopram;fda;label;liver
3717,Does ESCITALOPRAM expire? How long can I keep it?,Storage,escitalopram;fda;label;expiration
3718,What should I do if I take too much ESCITALOPRAM?,Overdose,escitalopram;fda;label;overdose
3719,What should I know about ESCITALOPRAM before taking it?,General,escitalopram;fda;label
3720,What should I know about ESCITALOPRAM before taking it?,General,escitalopram;fda;label
3721,Does LEVOFLOXACIN interact with other medications?,Drug Interactions,levofloxacin;fda;label;interactions
3722,Can I take LEVOFLOXACIN with blood pressure medication?,Drug Interactions,levofloxacin;fda;label;interactions;blood pressure
3723,Can I take LEVOFLOXACIN with ibuprofen or aspirin?,Drug Interactions,levofloxacin;fda;label;interactions;nsaid
3724,Who should not take LEVOFLOXACIN?,Contraindications,levofloxacin;fda;label;contraindications
3725,How should I take LEVOFLOXACIN?,Dosage,levofloxacin;fda;label;dosage
3726,What is the recommended dose of LEVOFLOXACIN?,Dosage,levofloxacin;fda;label;dosage
3727,Can I take LEVOFLOXACIN with food?,Dosage,levofloxacin;fda;label;dosage;food
3728,Is LEVOFLOXACIN safe during pregnancy?,Pregnancy,levofloxacin;fda;label;pregnancy
3729,What are the side effects of LEVOFLOXACIN?,Adverse Reactions,levofloxacin;fda;label;side effects
3730,Does LEVOFLOXACIN cause drowsiness?,Adverse Reactions,levofloxacin;fda;label;drowsiness
3731,Can I take LEVOFLOXACIN with alcohol?,Drug Interactions,levofloxacin;fda;label;alcohol;interactions
3732,Can I take LEVOFLOXACIN with my other prescriptions?,Drug Interactions,levofloxacin;fda;label;interactions
3733,How do I store LEVOFLOXACIN?,Storage,levofloxacin;fda;label;storage
3734,What if I miss a dose of LEVOFLOXACIN?,Dosage,levofloxacin;fda;label;missed dose
3735,Is LEVOFLOXACIN safe for children?,Children,levofloxacin;fda;label;children;pediatric
3736,Can I take LEVOFLOXACIN if I have kidney disease?,Special Populations,levofloxacin;fda;label;kidney
3737,Can I take LEVOFLOXACIN if I have liver disease?,Special Populations,levofloxacin;fda;label;liver
3738,Does LEVOFLOXACIN expire? How long can I keep it?,Storage,levofloxacin;fda;label;expiration
3739,What should I do if I take too much LEVOFLOXACIN?,Overdose,levofloxacin;fda;label;overdose
3740,What should I know about LEVOFLOXACIN before taking it?,General,levofloxacin;fda;label
3741,Does LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE interact with other medications?,Drug Interactions,losartan potassium and hydrochlorothiazide;fda;label;interactions
3742,Can I take LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE with blood pressure medication?,Drug Interactions,losartan potassium and hydrochlorothiazide;fda;label;interactions;blood pressure
3743,Can I take LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE with ibuprofen or aspirin?,Drug Interactions,losartan potassium and hydrochlorothiazide;fda;label;interactions;nsaid
3744,Who should not take LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE?,Contraindications,losartan potassium and hydrochlorothiazide;fda;label;contraindications
3745,How should I take LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE?,Dosage,losartan potassium and hydrochlorothiazide;fda;label;dosage
3746,What is the recommended dose of LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE?,Dosage,losartan potassium and hydrochlorothiazide;fda;label;dosage
3747,Can I take LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE with food?,Dosage,losartan potassium and hydrochlorothiazide;fda;label;dosage;food
3748,Is LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE safe during pregnancy?,Pregnancy,losartan potassium and hydrochlorothiazide;fda;label;pregnancy
3749,What are the side effects of LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE?,Adverse Reactions,losartan potassium and hydrochlorothiazide;fda;label;side effects
3750,Does LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE cause drowsiness?,Adverse Reactions,losartan potassium and hydrochlorothiazide;fda;label;drowsiness
3751,Can I take LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE with alcohol?,Drug Interactions,losartan potassium and hydrochlorothiazide;fda;label;alcohol;interactions
3752,Can I take LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE with my other prescriptions?,Drug Interactions,losartan potassium and hydrochlorothiazide;fda;label;interactions
3753,How do I store LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE?,Storage,losartan potassium and hydrochlorothiazide;fda;label;storage
3754,What if I miss a dose of LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE?,Dosage,losartan potassium and hydrochlorothiazide;fda;label;missed dose
3755,Is LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE safe for children?,Children,losartan potassium and hydrochlorothiazide;fda;label;children;pediatric
3756,Can I take LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE if I have kidney disease?,Special Populations,losartan potassium and hydrochlorothiazide;fda;label;kidney
3757,Can I take LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE if I have liver disease?,Special Populations,losartan potassium and hydrochlorothiazide;fda;label;liver
3758,Does LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE expire? How long can I keep it?,Storage,losartan potassium and hydrochlorothiazide;fda;label;expiration
3759,What should I do if I take too much LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE?,Overdose,losartan potassium and hydrochlorothiazide;fda;label;overdose
3760,What should I know about LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE before taking it?,General,losartan potassium and hydrochlorothiazide;fda;label
3761,What are the warnings for OXYCODONE AND ACETAMINOPHEN?,Warnings,oxycodone and acetaminophen;fda;label;warnings
3762,Should I avoid OXYCODONE AND ACETAMINOPHEN if I have certain conditions?,Warnings,oxycodone and acetaminophen;fda;label;warnings;contraindications
3763,Who should not take OXYCODONE AND ACETAMINOPHEN?,Contraindications,oxycodone and acetaminophen;fda;label;contraindications
3764,How should I take OXYCODONE AND ACETAMINOPHEN?,Dosage,oxycodone and acetaminophen;fda;label;dosage
3765,What is the recommended dose of OXYCODONE AND ACETAMINOPHEN?,Dosage,oxycodone and acetaminophen;fda;label;dosage
3766,Can I take OXYCODONE AND ACETAMINOPHEN with food?,Dosage,oxycodone and acetaminophen;fda;label;dosage;food
3767,Is OXYCODONE AND ACETAMINOPHEN safe during pregnancy?,Pregnancy,oxycodone and acetaminophen;fda;label;pregnancy
3768,What are the side effects of OXYCODONE AND ACETAMINOPHEN?,Adverse Reactions,oxycodone and acetaminophen;fda;label;side effects
3769,Does OXYCODONE AND ACETAMINOPHEN cause drowsiness?,Adverse Reactions,oxycodone and acetaminophen;fda;label;drowsiness
3770,Can I take OXYCODONE AND ACETAMINOPHEN with alcohol?,Drug Interactions,oxycodone and acetaminophen;fda;label;alcohol;interactions
3771,Can I take OXYCODONE AND ACETAMINOPHEN with my other prescriptions?,Drug Interactions,oxycodone and acetaminophen;fda;label;interactions
3772,How do I store OXYCODONE AND ACETAMINOPHEN?,Storage,oxycodone and acetaminophen;fda;label;storage
3773,What if I miss a dose of OXYCODONE AND ACETAMINOPHEN?,Dosage,oxycodone and acetaminophen;fda;label;missed dose
3774,Is OXYCODONE AND ACETAMINOPHEN safe for children?,Children,oxycodone and acetaminophen;fda;label;children;pediatric
3775,Can I take OXYCODONE AND ACETAMINOPHEN if I have kidney disease?,Special Populations,oxycodone and acetaminophen;fda;label;kidney
3776,Can I take OXYCODONE AND ACETAMINOPHEN if I have liver disease?,Special Populations,oxycodone and acetaminophen;fda;label;liver
3777,Does OXYCODONE AND ACETAMINOPHEN expire? How long can I keep it?,Storage,oxycodone and acetaminophen;fda;label;expiration
3778,What should I do if I take too much OXYCODONE AND ACETAMINOPHEN?,Overdose,oxycodone and acetaminophen;fda;label;overdose
3779,What should I know about OXYCODONE AND ACETAMINOPHEN before taking it?,General,oxycodone and acetaminophen;fda;label
3780,What should I know about OXYCODONE AND ACETAMINOPHEN before taking it?,General,oxycodone and acetaminophen;fda;label
3781,What are the warnings for PHENAZOPYRIDINE HYDROCHLORIDE?,Warnings,phenazopyridine hydrochloride;fda;label;warnings
3782,Should I avoid PHENAZOPYRIDINE HYDROCHLORIDE if I have certain conditions?,Warnings,phenazopyridine hydrochloride;fda;label;warnings;contraindications
3783,How should I take PHENAZOPYRIDINE HYDROCHLORIDE?,Dosage,phenazopyridine hydrochloride;fda;label;dosage
3784,What is the recommended dose of PHENAZOPYRIDINE HYDROCHLORIDE?,Dosage,phenazopyridine hydrochloride;fda;label;dosage
3785,Can I take PHENAZOPYRIDINE HYDROCHLORIDE with food?,Dosage,phenazopyridine hydrochloride;fda;label;dosage;food
3786,Is PHENAZOPYRIDINE HYDROCHLORIDE safe during pregnancy?,Pregnancy,phenazopyridine hydrochloride;fda;label;pregnancy
3787,Can I take PHENAZOPYRIDINE HYDROCHLORIDE with alcohol?,Drug Interactions,phenazopyridine hydrochloride;fda;label;alcohol;interactions
3788,Can I take PHENAZOPYRIDINE HYDROCHLORIDE with my other prescriptions?,Drug Interactions,phenazopyridine hydrochloride;fda;label;interactions
3789,How do I store PHENAZOPYRIDINE HYDROCHLORIDE?,Storage,phenazopyridine hydrochloride;fda;label;storage
3790,What if I miss a dose of PHENAZOPYRIDINE HYDROCHLORIDE?,Dosage,phenazopyridine hydrochloride;fda;label;missed dose
3791,Is PHENAZOPYRIDINE HYDROCHLORIDE safe for children?,Children,phenazopyridine hydrochloride;fda;label;children;pediatric
3792,Can I take PHENAZOPYRIDINE HYDROCHLORIDE if I have kidney disease?,Special Populations,phenazopyridine hydrochloride;fda;label;kidney
3793,Can I take PHENAZOPYRIDINE HYDROCHLORIDE if I have liver disease?,Special Populations,phenazopyridine hydrochloride;fda;label;liver
3794,Does PHENAZOPYRIDINE HYDROCHLORIDE expire? How long can I keep it?,Storage,phenazopyridine hydrochloride;fda;label;expiration
